J81JQDJO37100061,LUK106,Brand1,Model4,MEDIUM,H1100061,1990-12-17,144,17635
B47RANCW59100062,LUK106,Brand4,Model4,SMALL,J6100062,2010-01-09,200,11021
S09KMEJQ61100063,LUK106,Brand4,Model1,BIG,D2100063,2004-05-06,166,16349
A55BSASO19100064,LUK106,Brand4,Model2,LARGE,F8100064,2004-03-29,100,18985
H02IEDIW32100065,LUK106,Brand1,Model4,MEDIUM,S2100065,2000-09-18,130,15747
I16HHCLO71100066,LUK106,Brand2,Model3,LARGE,H4100066,2009-09-25,185,13757
R69UGOUT68100067,DSK107,Brand2,Model3,BIG,C6100067,2004-05-12,177,17236
D61CYCSQ15100068,DSK107,Brand1,Model1,SMALL,F8100068,1999-01-01,171,17945
G80FLGIU07100069,DSK107,Brand2,Model1,SMALL,R7100069,1997-09-22,117,12095
M31BFXXS04100070,DSK107,Brand3,Model4,SMALL,T7100070,1998-06-18,121,10968
E45EKPFR79100071,DSK107,Brand4,Model2,MEDIUM,T8100071,2003-05-07,155,17626
Z46CFFND05100072,MAL108,Brand4,Model3,SMALL,P5100072,1998-04-08,139,17586
N54IXVPT46100073,MAL108,Brand3,Model1,SMALL,B3100073,2010-04-30,185,19172
V50YFSOI63100074,MAL108,Brand2,Model3,BIG,H5100074,2000-04-05,122,15709
X90TUUNH44100075,MAL108,Brand2,Model2,BIG,V5100075,2009-05-09,131,12527
L75GIYWT72100076,MAL108,Brand2,Model1,BIG,C9100076,1995-07-04,197,16261
S63OWMZP01100077,MAL108,Brand2,Model3,LARGE,M5100077,2003-10-28,176,16457
H99UFTQE33100078,MAL108,Brand2,Model2,BIG,X9100078,1996-05-31,187,15156
E09WMPZO46100079,MAL108,Brand3,Model4,BIG,I5100079,2011-07-16,169,12127
T21PGNQP29100080,MAL108,Brand4,Model2,BIG,E1100080,2007-12-22,108,14563
N53TEBDM49100081,LOD109,Brand4,Model4,MEDIUM,R0100081,1995-02-06,104,17628
S04GEDMH11100082,LOD109,Brand4,Model1,LARGE,O0100082,2015-06-23,101,12821
G41WGPGO55100083,LOD109,Brand4,Model1,MEDIUM,M7100083,1998-12-08,125,11226
O52HEKME32100084,LOD109,Brand2,Model4,MEDIUM,U2100084,1992-08-06,193,17994
C39PFXMG20100085,LOD109,Brand2,Model1,MEDIUM,A1100085,1993-10-18,188,17582
D70SJLWM14100086,LOD109,Brand2,Model2,SMALL,W1100086,2010-07-21,183,14382
S85JZFNR30100087,LOD109,Brand3,Model3,BIG,Z6100087,1997-10-07,123,14143
S94XAJOQ84100088,LOD109,Brand2,Model4,LARGE,H4100088,2008-11-08,185,13235
A62DOSAQ79100089,LOD109,Brand1,Model4,LARGE,H0100089,1997-01-13,109,17131
O12RWYMJ79100090,LOD109,Brand2,Model4,BIG,L6100090,2004-07-16,191,15489
C26QLVPE52100091,LOD109,Brand3,Model4,SMALL,L3100091,2010-05-10,130,17519
T79GPUWA14100092,LOD109,Brand2,Model2,LARGE,Q3100092,1998-12-27,198,15631
F41LTCEL32100093,LOD109,Brand3,Model2,BIG,H7100093,1992-11-28,124,13405
Y83CIYBX38100094,LOD109,Brand4,Model4,BIG,G6100094,2002-10-11,194,11442
Q88TMVAE77100095,LOD109,Brand2,Model2,BIG,Z3100095,2003-05-08,146,13461
A96NZEJH92100096,KPM110,Brand4,Model3,SMALL,N1100096,2018-09-18,192,10702
F76PLOTY31100097,KPM110,Brand1,Model3,MEDIUM,G7100097,1993-08-06,106,17265
P91SVVFZ79100098,KPM110,Brand4,Model2,LARGE,X7100098,2000-12-10,130,16077
P89MXVYR41100099,KPM110,Brand3,Model1,BIG,Z6100099,2002-09-25,102,14041
X00OWSFH09100100,KPM110,Brand4,Model3,SMALL,W4100100,1991-11-18,132,15323
Y00BTYXZ35100101,KPM110,Brand1,Model2,LARGE,P5100101,1992-09-04,181,15098
Y42BCWEG74100102,KPM110,Brand2,Model1,MEDIUM,H3100102,2019-09-20,132,18170
T30MLLDE08100103,KPM110,Brand3,Model3,BIG,A9100103,1997-05-10,132,16952
M51TNMDR66100104,KPM110,Brand3,Model3,SMALL,O4100104,2011-05-16,189,15805
T62ZPRLL94100105,KPM110,Brand2,Model4,MEDIUM,X1100105,1994-03-10,189,17273
S43IGQJK53100106,KPM110,Brand3,Model2,LARGE,R1100106,1997-01-17,151,14874
F30DOGND84100107,KPM110,Brand3,Model4,LARGE,D6100107,1994-04-10,192,15811
M95WWXMD95100108,KPM110,Brand3,Model2,LARGE,K2100108,2003-10-29,162,14542
E70WZFBA38100109,KPM110,Brand1,Model4,LARGE,M7100109,1991-12-31,148,13771
T59WNAFD03100110,KPM110,Brand3,Model4,LARGE,N3100110,1993-08-01,134,12066
K86UYBZX03100111,LUB111,Brand3,Model1,MEDIUM,O9100111,2012-03-26,125,19631
F76SXEIX33100112,LUB111,Brand3,Model3,LARGE,O7100112,2003-09-05,109,18546
K82UWIHH69100113,LUB111,Brand4,Model1,BIG,R8100113,1999-06-04,106,19817
E78IWCJE00100114,LUB111,Brand2,Model4,LARGE,S4100114,2018-11-28,141,14505
B12MQYGS01100115,LUB111,Brand4,Model1,MEDIUM,L9100115,1992-06-16,156,14130
Q44DTUYN57100116,LUB111,Brand2,Model4,MEDIUM,L2100116,2017-01-05,104,18904
M77OLGLW55100117,LUB111,Brand1,Model1,MEDIUM,T4100117,2016-12-06,188,11414
I07RFSRG73100118,LUB111,Brand3,Model2,BIG,F7100118,2013-12-31,139,16538
R98BWMXE29100119,LUB111,Brand4,Model2,SMALL,G3100119,2002-03-31,109,16951
X18NOZKD12100120,LUB111,Brand1,Model1,MEDIUM,K4100120,2008-01-19,120,18628
Y18XKFWR14100121,LUB111,Brand4,Model4,LARGE,Y2100121,2019-12-01,184,12653
J48CIHLR97100122,LUB111,Brand4,Model2,SMALL,O0100122,2018-12-10,144,14376
G06KVORR62100123,LUB111,Brand2,Model1,MEDIUM,O5100123,2019-04-23,170,11601
J68IZHRC13100124,LUB111,Brand4,Model4,LARGE,A5100124,2001-03-05,168,18150
I57TQECY36100125,LUB111,Brand4,Model3,LARGE,X6100125,2008-01-07,181,18575
R22TTGAB83100126,LUB111,Brand4,Model3,MEDIUM,E3100126,2003-11-28,121,10569
D49SFEER85100127,LUB111,Brand1,Model3,BIG,U9100127,2019-06-05,166,13118
B11MTRGJ94100128,LUB111,Brand3,Model1,MEDIUM,N7100128,1992-09-24,128,16062
K29RDCXD70100129,LOD112,Brand4,Model3,SMALL,Q5100129,1996-01-31,105,10159
B15IFVHP09100130,LOD112,Brand2,Model2,BIG,Q8100130,2015-11-22,115,11219
I81FCGHE48100131,LOD112,Brand3,Model3,BIG,C8100131,1997-08-12,151,18622
V78NNQBE25100132,LOD112,Brand4,Model2,BIG,O5100132,2010-09-26,198,14298
W17MFYCP10100133,LOD112,Brand2,Model2,MEDIUM,X4100133,2018-07-06,170,12288
H24NQGYE22100134,LOD112,Brand1,Model2,SMALL,E1100134,1990-02-17,164,16347
R77WYTZD15100135,LOD112,Brand2,Model4,BIG,W9100135,2015-02-09,193,19342
H16JRQVA04100136,LOD112,Brand2,Model4,SMALL,M0100136,2017-07-15,118,19299
B95AXZGC74100137,LOD112,Brand3,Model1,SMALL,F6100137,2002-02-15,113,15618
H37HKLSP03100138,LOD112,Brand1,Model4,LARGE,W3100138,2013-03-16,168,17916
I39UUGGX74100139,LOD112,Brand1,Model1,BIG,D3100139,2018-12-07,197,19767
P38ULNRU18100140,LOD112,Brand4,Model1,LARGE,M8100140,2018-03-23,112,18045
L08CUBJC22100141,LOD112,Brand4,Model1,SMALL,Q5100141,2014-10-19,132,13992
W06TRCJO93100142,LOD112,Brand4,Model1,BIG,F3100142,1992-09-03,168,13034
U60EFRYF68100143,LOD112,Brand1,Model3,BIG,N2100143,2008-09-25,155,12740
X57DMOQU71100144,LOD112,Brand4,Model3,MEDIUM,H3100144,2007-09-09,152,19035
Z67ZMPIW94100145,LOD112,Brand1,Model3,MEDIUM,W2100145,1995-05-03,140,16239
F47JEVAZ57100146,LOD112,Brand4,Model3,LARGE,U6100146,2011-03-09,164,18317
P11TFNSD95100147,LOD112,Brand1,Model3,LARGE,M5100147,2019-02-16,158,18565
X66IBVCY73100148,LOD112,Brand1,Model1,MEDIUM,I4100148,2001-09-05,129,17974
X39ZPEVY68100149,LOD112,Brand1,Model4,MEDIUM,O2100149,1991-05-15,134,19189
B82QISIV05100150,KPM113,Brand2,Model4,LARGE,N7100150,1998-06-10,141,19767
B83CLGDY27100151,KPM113,Brand3,Model3,SMALL,L6100151,2005-11-06,183,18178
P69IKKQN26100152,KPM113,Brand2,Model3,BIG,W0100152,2004-05-11,154,19321
P73HPURY19100153,KPM113,Brand1,Model3,BIG,B1100153,2001-07-24,111,15338
D37NFWMI60100154,KPM113,Brand2,Model2,MEDIUM,B4100154,2009-01-22,138,12748
N85BZGZI27100155,KPM113,Brand2,Model1,LARGE,D0100155,2017-05-03,101,16259
Y45TFCUG72100156,KPM113,Brand3,Model1,MEDIUM,Y6100156,1995-05-26,196,14581
K57PYMCL01100157,KPM113,Brand2,Model4,SMALL,S3100157,2011-09-15,110,19592
C85OWPYT80100158,KPM113,Brand3,Model2,SMALL,P9100158,2005-05-11,103,17880
V21PIJFH90100159,KPM113,Brand1,Model1,LARGE,L3100159,2003-11-13,128,11481
Z30TKJFW99100160,KPM113,Brand1,Model4,BIG,A7100160,1997-12-01,189,17064
M02YRNNV68100161,KPM113,Brand4,Model4,LARGE,V8100161,2002-12-15,105,18922
R24CSWWX68100162,KPM113,Brand2,Model4,LARGE,X1100162,2006-03-06,132,16449
R16BRBLV55100163,KPM113,Brand4,Model1,BIG,Y5100163,2004-07-02,197,15321
L67VEJAC31100164,KPM113,Brand2,Model1,SMALL,F0100164,1997-12-25,155,13775
Y92EILKZ88100165,KPM113,Brand4,Model1,MEDIUM,C6100165,2014-12-29,124,18490
O01MAWSW51100166,KPM113,Brand2,Model2,SMALL,U1100166,2008-12-04,161,14406
V95TTJFV48100167,KPM113,Brand2,Model2,BIG,S5100167,1996-11-23,138,11027
M69HESDF61100168,KPM113,Brand1,Model3,LARGE,N5100168,1997-02-02,108,18555
N40EPCBR37100169,KPM113,Brand1,Model4,MEDIUM,A2100169,2011-09-13,104,12430
D58LWUPL04100170,LOD114,Brand4,Model2,BIG,F6100170,2001-07-02,172,13752
H51VTVBB09100171,LOD114,Brand4,Model4,SMALL,T0100171,1998-10-25,165,16203
S42HJWZW00100172,LOD114,Brand3,Model2,SMALL,Z0100172,2008-11-01,160,14487
G43QDQRP13100173,LOD114,Brand2,Model4,BIG,F1100173,2020-04-29,180,14934
P45GYXRG18100174,LOD114,Brand2,Model3,SMALL,M6100174,1998-11-15,151,18977
P90CYOYT73100175,LOD114,Brand2,Model1,BIG,H4100175,1997-06-04,195,12337
G85CYGPS20100176,LOD114,Brand1,Model2,BIG,U3100176,2017-05-03,142,10601
P32SVOHX21100177,LOD114,Brand2,Model1,SMALL,K5100177,1997-06-27,175,13155
U60WCMGN11100178,LOD114,Brand2,Model1,LARGE,P4100178,1995-10-09,142,15831
D29IBCJI07100179,LOD114,Brand4,Model1,SMALL,B2100179,2015-07-17,101,12162
V09ELQBY89100180,MAZ115,Brand4,Model4,MEDIUM,X2100180,2006-01-27,137,16429
V42YVUEO18100181,MAZ115,Brand3,Model1,SMALL,M7100181,2004-02-20,119,11078
Y55UMRLT63100182,MAZ115,Brand4,Model2,MEDIUM,P1100182,2017-11-29,103,11003
N80SUBTV34100183,MAZ115,Brand3,Model1,LARGE,Y4100183,2020-11-11,198,10540
N45NTHAJ38100184,MAZ115,Brand3,Model4,BIG,V9100184,1997-06-13,162,15583
R03WLTJF07100185,MAZ115,Brand4,Model1,SMALL,S7100185,2006-04-05,113,12304
M16BVQKE29100186,MAZ115,Brand2,Model3,MEDIUM,T7100186,2007-11-07,101,16294
N90WHWIX12100187,MAZ115,Brand3,Model3,MEDIUM,D9100187,1994-07-24,122,12543
M63BDSJK76100188,MAZ115,Brand1,Model4,LARGE,O2100188,2009-01-02,184,11456
Z51ONGCJ88100189,MAZ115,Brand4,Model3,BIG,I1100189,1999-05-22,106,19502
L49YLHNP05100190,KPM116,Brand2,Model3,SMALL,L8100190,2007-04-22,147,10415
Y86JOVBK42100191,KPM116,Brand1,Model4,BIG,V9100191,2019-01-19,145,10021
B56MPNUZ89100192,KPM116,Brand3,Model2,BIG,X2100192,2011-06-19,104,11156
P52WGXUM20100193,KPM116,Brand1,Model3,BIG,G7100193,2016-08-18,169,10076
B71GSPFX63100194,KPM116,Brand2,Model4,LARGE,M4100194,2006-06-01,182,12778
X60WFOMQ34100195,KPM116,Brand2,Model2,LARGE,X8100195,2017-05-17,194,11632
L56FRXHY54100196,KPM116,Brand4,Model3,LARGE,D5100196,2003-03-31,194,10410
T02RPWZS59100197,KPM116,Brand4,Model4,MEDIUM,S0100197,2019-05-07,150,17396
L13EORAM97100198,KPM116,Brand3,Model4,LARGE,K3100198,1997-09-19,166,14081
G80JPTHG68100199,KPM116,Brand1,Model4,LARGE,J1100199,1995-10-31,115,18325
R88OGGHJ42100200,KPM116,Brand4,Model1,MEDIUM,A4100200,2011-03-18,151,13812
O92FSVTQ85100201,KPM116,Brand3,Model3,SMALL,M1100201,1996-08-17,170,11811
P76VNOJD53100202,KPM116,Brand1,Model4,SMALL,L4100202,2016-08-14,128,11957
J65KOTSH81100203,KPM116,Brand3,Model2,BIG,A8100203,2013-01-08,200,12359
Q39PQNZD52100204,KPM116,Brand4,Model1,MEDIUM,H3100204,2011-02-23,190,11750
W51AZZXU72100205,KPM116,Brand2,Model2,LARGE,Q9100205,2005-02-07,183,12734
J01EFJGU67100206,KPM116,Brand4,Model1,LARGE,W2100206,2019-02-01,176,18897
Z64HIDLN26100207,KPM116,Brand1,Model2,BIG,B5100207,2010-12-21,151,11486
I11DRALH35100208,KPM116,Brand1,Model2,MEDIUM,K9100208,2019-08-04,121,12445
Q99GOTQK99100209,KPM116,Brand3,Model4,SMALL,N3100209,2009-10-21,104,13171
I50RCPCZ19100210,KPM116,Brand3,Model2,SMALL,V6100210,1993-08-26,140,12198
J80MJQNU73100211,MAL117,Brand4,Model2,LARGE,K1100211,2001-10-03,113,13128
W87ADFPW31100212,MAL117,Brand2,Model2,LARGE,R3100212,2018-10-10,187,11026
S96KJGCN13100213,MAL117,Brand1,Model2,SMALL,T1100213,1990-11-06,156,19933
V53IVERC47100214,MAL118,Brand3,Model3,LARGE,C5100214,2008-04-28,112,16666
X84TXPGV11100215,MAL118,Brand1,Model4,LARGE,K2100215,1990-02-19,168,18943
H81EWQDB24100216,MAL118,Brand2,Model4,LARGE,W8100216,1995-07-17,129,16193
P74KHHHM23100217,MAL118,Brand4,Model4,SMALL,A8100217,2013-09-16,157,17757
Q03WQKZE71100218,MAL118,Brand2,Model4,MEDIUM,W2100218,2001-12-13,158,14423
R71KGWYG94100219,MAL118,Brand2,Model3,MEDIUM,W5100219,1992-12-11,108,19875
D21VJDIL29100220,MAL118,Brand3,Model4,LARGE,X6100220,2011-02-25,119,12910
K45PNWTO36100221,MAL118,Brand3,Model4,SMALL,D7100221,2016-02-14,196,11981
L14HVVTY76100222,MAL118,Brand2,Model4,LARGE,Z5100222,2007-12-16,103,18967
Q33WOTUI79100223,MAL118,Brand3,Model2,SMALL,F5100223,2014-12-11,162,12530
E44WKSBS21100224,MAL118,Brand2,Model1,SMALL,T5100224,2002-10-27,161,17025
O17ANURD46100225,MAL118,Brand1,Model2,LARGE,Z6100225,2016-02-14,198,15290
V75DFWDI29100226,LUK119,Brand3,Model2,BIG,C7100226,2017-07-27,180,10303
V57OKPCY72100227,LUK119,Brand4,Model2,LARGE,R3100227,2018-11-08,199,15869
N67GCCNF38100228,LUK119,Brand4,Model4,LARGE,N3100228,1991-07-20,163,18672
I37JWVHJ08100229,LUK119,Brand4,Model3,MEDIUM,N8100229,2000-12-31,116,18441
C83LAQTF77100230,LUK119,Brand3,Model2,SMALL,N6100230,2010-09-26,186,16351
K05WBIIG26100231,LUK119,Brand4,Model2,SMALL,A9100231,2004-03-22,160,19770
U06RRPAV05100232,LUK119,Brand4,Model2,MEDIUM,Q1100232,2007-07-13,165,18172
Z24DAOUQ41100233,LUK119,Brand1,Model4,LARGE,G3100233,1997-07-15,195,10512
K51SSORY98100234,LUK119,Brand1,Model2,SMALL,F5100234,2001-01-28,173,11538
M35YEUJP90100235,LUK119,Brand2,Model4,LARGE,D3100235,2005-03-14,104,18060
E61UOQJO60100236,LUK119,Brand3,Model2,MEDIUM,C2100236,1996-12-06,140,14023
R81XOLHR93100237,LUK119,Brand1,Model3,LARGE,O7100237,1996-11-14,193,18572
X20VBLLU91100238,LUK119,Brand2,Model4,BIG,P5100238,2005-08-02,150,11110
L82XHCMR67100239,LUK119,Brand2,Model3,LARGE,N4100239,1992-08-27,110,12369
M31WKBJQ21100240,LUK119,Brand1,Model4,SMALL,Z8100240,2010-02-13,141,19148
D15ZJHVQ80100241,LUK119,Brand1,Model3,MEDIUM,X2100241,2015-06-27,195,16004
Y22DALYX09100242,LUK119,Brand1,Model1,BIG,M4100242,2007-11-02,150,15423
Y16MBRWO06100243,LUK119,Brand1,Model3,SMALL,O4100243,2014-04-29,112,11460
G69UAPRE20100244,LUK119,Brand3,Model4,MEDIUM,E1100244,2004-11-28,152,17861
I09GPLLZ74100245,LUK119,Brand4,Model2,MEDIUM,F5100245,2020-11-14,166,18286
F95JVETT21100246,LUK119,Brand4,Model4,BIG,H1100246,2016-08-07,121,11728
G36UOBPO95100247,LOD120,Brand2,Model2,SMALL,R4100247,1991-08-14,196,17902
Z00EHXLB54100248,LOD120,Brand4,Model1,BIG,S1100248,2001-11-05,159,19606
A95OPKWB70100249,LOD120,Brand2,Model2,SMALL,T6100249,1996-05-02,187,16078
P60BWPAN14100250,LOD120,Brand4,Model2,LARGE,J5100250,1990-10-04,102,13926
H63RNISH45100251,LOD120,Brand3,Model4,MEDIUM,L8100251,1998-09-07,106,11904
G92OACAV27100252,LOD120,Brand1,Model4,MEDIUM,I0100252,2019-02-15,110,17622
K30BBFIP69100253,LOD120,Brand1,Model2,SMALL,T0100253,1998-10-30,147,18646
W30RGXKG79100254,KPM121,Brand1,Model1,BIG,K2100254,2005-10-20,170,15532
I41TKZBA96100255,KPM121,Brand2,Model3,MEDIUM,S9100255,1998-03-06,169,16769
X62LWHBP45100256,KPM121,Brand1,Model3,MEDIUM,B6100256,2000-05-20,122,11403
W45VPMKC28100257,KPM121,Brand1,Model3,SMALL,A9100257,2009-02-21,143,15999
S94YEANB17100258,KPM121,Brand1,Model2,LARGE,L2100258,2014-04-06,108,14942
J84EXQSY06100259,KPM121,Brand2,Model1,BIG,O7100259,2017-01-09,116,16057
L16UBVON34100260,KPM121,Brand3,Model2,LARGE,D7100260,1990-02-09,177,16249
V93NPPBJ88100261,KPM121,Brand4,Model2,BIG,J7100261,1998-10-07,198,10159
H03DFSSL97100262,KPM121,Brand2,Model2,MEDIUM,K6100262,1994-06-17,135,11975
V51CSXBR51100263,KPM121,Brand2,Model1,BIG,X1100263,1993-11-26,103,13199
H97VBFJL76100264,KPM121,Brand3,Model4,MEDIUM,P2100264,1999-11-04,105,13431
N72TEYRR65100265,KPM121,Brand1,Model2,LARGE,G8100265,2001-10-25,149,19804
W87JGWTD37100266,KPM121,Brand1,Model3,MEDIUM,D4100266,2004-10-11,107,13614
C76ITJSH34100267,KPM121,Brand1,Model4,BIG,Y0100267,2017-10-14,166,10749
L45ELRHP13100268,KPM121,Brand1,Model1,SMALL,W0100268,2016-12-21,146,12171
P45IJZRW52100269,KPM121,Brand3,Model3,SMALL,W5100269,2005-04-01,192,13321
Y90BGXXJ18100270,KPM121,Brand1,Model3,LARGE,S3100270,2018-05-03,128,16941
M39VKMYC08100271,KPM121,Brand4,Model4,LARGE,W7100271,2000-01-25,163,13981
N32DUBGC77100272,KPM121,Brand3,Model2,LARGE,F1100272,2016-03-24,120,15290
Z14VJMVI54100273,LOD122,Brand4,Model1,SMALL,R2100273,2007-12-24,176,10341
M85IXBXM05100274,LOD122,Brand2,Model3,SMALL,S9100274,2015-08-17,158,16708
M28OVRSF03100275,LOD122,Brand4,Model4,SMALL,H6100275,1997-03-12,145,11707
W30PZLAK59100276,LOD122,Brand2,Model2,MEDIUM,W6100276,2002-11-29,124,16423
A31VVKBC24100277,LOD122,Brand3,Model3,LARGE,I3100277,1991-10-15,150,19717
P88GWNYQ75100278,LOD122,Brand1,Model2,MEDIUM,L2100278,2007-07-20,197,10705
L86GJNYQ08100279,LOD122,Brand4,Model2,LARGE,T4100279,2004-07-19,194,13737
K92BBJIX55100280,LOD122,Brand2,Model4,BIG,O5100280,1992-12-03,180,19731
Q40WGSLN49100281,LOD122,Brand3,Model4,SMALL,W2100281,2011-11-28,147,15056
I36RDLSV57100282,LOD122,Brand2,Model3,SMALL,U5100282,1996-12-26,189,15260
M64NVEOE10100283,LOD122,Brand2,Model2,LARGE,A4100283,1995-09-04,100,12720
K19TWUFL48100284,LOD122,Brand2,Model3,LARGE,K8100284,2015-07-01,130,19749
Y30RTPEM95100285,LOD122,Brand1,Model3,LARGE,N1100285,2016-11-03,193,17270
V64NRMDA20100286,LOD122,Brand2,Model1,LARGE,O0100286,2012-05-03,122,13472
N75CZBAW26100287,LOD122,Brand2,Model2,BIG,U4100287,2018-12-18,194,16156
H10TICGL52100288,LOD122,Brand4,Model4,LARGE,P9100288,2009-11-10,171,11891
I14BTZBN52100289,LOD122,Brand2,Model4,BIG,Q3100289,2007-07-09,114,15892
D94TQPSG98100290,DSK123,Brand1,Model4,BIG,Z6100290,2009-08-01,196,12615
F11PMMSF52100291,DSK123,Brand3,Model3,SMALL,S6100291,2003-07-28,191,18462
B44WIHKL77100292,DSK123,Brand2,Model4,BIG,T5100292,1998-12-20,189,12271
L85IMLWI47100293,DSK124,Brand3,Model1,LARGE,R2100293,1997-12-22,178,17387
B85RHFAV65100294,DSK124,Brand4,Model3,BIG,F6100294,1995-11-13,175,18827
